ticker,close,date,return_1d,return_1w,return_1m,return_3m,return_6m,return_1y,volume
HLX,8.87,2026-06-26,1.4874141876430091,2.07134637514384,-7.023060796645702,-12.178217821782184,41.693290734824274,40.12638230647708,4299900
HON,464.42,2026-06-26,0.419477599031309,102.79463778874288,100.57007125890736,110.44856602969897,140.27892677965085,127.5281531917729,8387947
HOOD,98.69,2026-06-26,5.5846795763346515,-8.747110494683318,29.46346582710218,49.48500454407756,-16.45644628798781,16.76526265972551,44877200
HRTS,36.195,2026-06-26,1.911814393512789,6.700666234302233,5.889064419870102,11.048045652574089,1.4860507500350517,28.69928210015041,12300
HTEC,38.25,2026-06-26,3.87642371804272,9.048922340061578,12.143778585669061,20.08665075976391,6.223444138965258,36.26890397050178,14008
HUBB,517.02,2026-06-26,-3.5482426684575747,-1.273654261108685,7.088020669466859,7.818319187852903,14.296906674990629,29.117296403385783,775562
HUBS,185.47,2026-06-26,8.920601362461825,5.362722263250581,-7.597648465524114,-19.63689934572555,-53.41822382961624,-66.1402804147802,2835300
HYDR,47.8,2026-06-26,-5.552262398735432,-15.845070422535212,-34.58148573931133,33.70255377471959,45.44348090673967,123.23409223584352,26000
IAK,141.46,2026-06-26,2.752959976756026,5.260808095840481,8.126122173498636,13.018634572548926,5.257596873672281,9.780013146284634,112000
IBB,187.36,2026-06-26,2.0090379484945973,7.901405206173709,10.305134758186497,16.817156459921414,9.006093193926242,47.8913484824087,2111700
IBLC,49.467,2026-06-26,1.9076656846789355,-7.683263660794275,-9.199875181262506,38.098827470686764,16.502590673575124,35.7346496944619,9200
IBUY,69.583,2026-06-26,1.5424802264833817,1.238142349997089,4.134989524094591,14.853756767463347,-7.769409606519216,2.747847453047086,16800
ICE,123.86,2026-06-26,-0.5060647441561535,-7.48431431132357,-16.959425031510637,-18.569462825375346,-23.726971376984952,-30.617679663854812,5995600
ICLN,19.5,2026-06-26,-3.8935436175455846,-7.582938388625599,-15.540540540540542,9.53702351394772,17.643509999698338,50.30291818896545,9058400
IDGT,119.71,2026-06-26,-1.1559739080175095,-3.397353131052298,-4.526364313548475,24.991125014095562,40.033151278149035,48.305898414609814,193364
IDNA,33.07,2026-06-26,2.415608547537941,8.21335078534032,11.38918174254851,18.774827063564466,24.022576834367793,61.29818948025596,196100
IDRV,36.899,2026-06-26,-1.582720764741661,-8.620604259534428,-15.155988448025312,-0.05336049210833608,-4.405002163251662,21.675273199717733,6283
IDU,116.82,2026-06-26,0.759013282732444,3.8492310427593552,3.1870324586019607,1.8540719395606489,8.662388507571105,14.84286523216308,42300
IDXX,551.5,2026-06-26,-0.6198868346127607,-1.8840399224323563,0.09256066353291184,-1.221521707981095,-19.896002788752035,4.494296866118464,1314400
IFRA,63.49,2026-06-26,-0.9052598720149698,2.419745120180674,2.905304104704411,12.584496003064203,19.883156879072665,32.20858512450389,323500
IGV,88.2,2026-06-26,4.058518168947614,-0.9989897856100579,-5.19452321014354,14.730811857078182,-18.393555866642856,-18.851481650498297,19806700
IHAK,57.23,2026-06-26,3.8280116110304783,4.9899101082370185,3.841010576432815,34.390990191312845,16.536921006171994,9.000596141649343,611900
IIPR,62.93,2026-06-26,2.894048397645525,5.587248322147649,8.950831024930752,28.31622926050457,33.587502680028955,25.710655740979725,788600
INTU,267.72,2026-06-26,4.959422903516695,0.2696629213483248,-13.001657296981117,-35.513552704157696,-60.23325309279591,-65.07797452252231,10777000
IONQ,49.31,2026-06-26,-2.4723101265822787,-12.802829354553483,-24.602446483180433,79.24391130498,7.195652173913049,19.91731517509729,67665000
IOT,31.14,2026-06-26,7.453416149068323,-1.7355632691700873,5.66677977604344,4.672268907563027,-14.638157894736834,-21.601208459214497,9325100
IPAY,45.7598,2026-06-26,3.202074875958491,3.0626126126126123,1.0373150805917406,10.50422603235934,-13.705530149450764,-22.18051953573403,86684
IRDM,43.52,2026-06-26,4.01529636711281,-2.3558447386134107,-15.044966433782115,56.14572644359451,155.2208258317255,51.32022725850307,3822200
IRM,132.44,2026-06-26,1.052952846024718,3.6063521864976917,4.988125021799861,35.65155045707117,63.96223074799412,35.717579546036795,2134000
ISRG,404.7,2026-06-26,1.2534714403662817,-0.5113329072225735,-3.309043125074668,-10.595148676711005,-29.959675325799136,-24.24043879518524,3413200
ITRI,83.87,2026-06-26,1.1091018685955416,3.7866600668234156,-1.676436107854622,-2.0210280373831657,-13.052042297325306,-36.83536677210423,1841800
IXP,112.18,2026-06-26,-0.16908427516240787,-4.43819746145327,-9.357625295832046,1.7561969415087912,-6.861202601377066,4.962171326557929,28600
JCI,138.4,2026-06-26,-4.873187160629599,-4.4330893522993975,0.4217860130736967,5.707195650729386,14.05111368769937,34.2341765644974,8311542
JOBY,8.83,2026-06-26,-0.45095828635850227,-11.7,-23.083623693379792,9.012345679012352,-36.38328530259366,-6.85654008438819,56191700
KARS,30.542,2026-06-26,-1.3182552504038698,-9.20927467300832,-14.829894032348015,-2.8253261215399244,-2.9796696315120674,39.080145719489984,326300
KEYS,328.66,2026-06-26,-8.72076876076209,-9.626859515494814,-5.462390335107135,17.773955421773103,59.51271597748013,99.26033709227599,5526600
KIE,61.05,2026-06-26,3.2470826991374846,5.2493660040237815,8.838662059965555,14.428056522399219,1.4163402406083907,5.273141122913505,1430100
KO,82.63,2026-06-26,2.7480726187515465,4.081118528781956,1.8910827114397097,9.844824079453044,19.844461816710346,22.31207267376883,53348500
KOMP,68.48,2026-06-26,0.2929115407147083,-4.0170437025201124,-6.067996455603137,19.32517154735892,12.771244650035332,28.916876100113896,58000
KOPN,3.82,2026-06-26,0.7915567282321848,-22.51521298174442,-30.671506352087114,110.46831955922865,60.50420168067227,137.2670807453416,10818000
KRBN,33.08,2026-06-26,-1.1356843992827332,-0.8987417615338653,-0.4184352328486797,13.210130047912388,-5.889046941678522,12.391235658056114,18800
KTOS,47.21,2026-06-26,1.9214162348877386,-12.912746725696367,-17.609075043630014,-34.3758687795385,-39.24066924066924,14.2269537865957,28193500
LCTX,1.28,2026-06-26,4.9180327868852505,5.7851239669421535,-1.5384615384615397,-14.093959731543624,-22.42424242424242,33.33333333333334,22535400
